Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartDateTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.483236800,6.2203,6.2203,0.0000,0.3476,6.7078,1.2687,5.4391,NA,NA,NA,NA,NA,NA,NA
python.exe,22256,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:20:22.489457100,1.8996,1.8996,0.0000,0.8407,1.1648,0.2117,0.9531,2.3182,17.1313,12.8741,4029.0465,NA,NA,NA
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.491356700,4.5912,4.5912,0.0000,0.1059,4.9966,0.8954,4.1012,17.5499,0.5465,-15.2317,4030.9461,NA,NA,NA
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.495947900,5.8300,5.8300,0.0000,0.5179,5.7892,0.6846,5.1046,NA,NA,NA,NA,NA,NA,NA
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.501777900,6.9114,6.9114,0.0000,0.5159,6.8588,0.6332,6.2256,NA,NA,NA,NA,NA,NA,NA
python.exe,22256,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:20:22.508689300,0.4358,0.4358,0.0000,0.4633,0.1050,0.1050,0.0000,0.7638,11.5828,16.7861,4048.2787,NA,NA,NA
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.509125100,5.2923,5.2923,0.0000,0.1325,5.5165,0.6132,4.9033,11.9108,4.1660,-11.1470,4048.7145,NA,NA,NA
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.514417400,7.0261,7.0261,0.0000,0.3661,6.8697,0.4585,6.4112,NA,NA,NA,NA,NA,NA,NA
python.exe,22256,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:20:22.521443500,2.9389,2.9389,0.0000,0.2147,2.7991,0.2354,2.5637,3.7584,7.9344,8.1524,4061.0329,NA,NA,NA
python.exe,22256,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:20:22.524382400,1.1139,1.1139,0.0000,0.0749,1.2938,1.0455,0.2483,8.7539,9.1848,-4.9955,4063.9718,NA,NA,NA
