Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartDateTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.394147600,3.2546,3.2546,0.0000,0.0145,3.6673,0.7508,2.9165,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.397402200,5.5178,5.5178,0.0000,0.4311,5.1602,0.1671,4.9931,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.402920000,7.4574,7.4574,0.0000,0.0778,7.4217,0.0826,7.3391,7.7250,16.4044,-5.2804,1923.8398,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.410377400,0.1947,0.1947,0.0000,0.0421,0.3031,0.3031,0.0000,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.410572100,4.2390,4.2390,0.0000,0.1588,4.2572,0.2239,4.0333,16.4773,0.1386,-8.7523,1931.4919,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.414811100,7.1894,7.1894,0.0000,0.1824,7.8528,0.2132,7.6396,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.422000500,4.8770,4.8770,0.0000,0.8482,4.0740,0.0874,3.9866,5.1875,17.9913,11.2898,1942.9203,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.426877500,1.5333,1.5333,0.0000,0.0452,1.5775,0.3791,1.1984,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.428410800,5.2106,5.2106,0.0000,0.0934,5.4333,0.4162,5.0171,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.433621400,6.4144,6.4144,0.0000,0.3185,6.2414,0.2350,6.0064,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.440035800,4.8896,4.8896,0.0000,0.1519,4.7806,0.0803,4.7003,5.1435,15.0752,0.0440,1960.9556,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.444925400,1.0507,1.0507,0.0000,0.0429,1.2038,0.4420,0.7618,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.445976100,6.5099,6.5099,0.0000,0.2008,6.4197,0.1882,6.2315,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.452486000,6.0788,6.0788,0.0000,0.1140,6.0633,0.1705,5.8928,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.458564800,1.4381,1.4381,0.0000,0.1039,1.3716,0.0762,1.2954,1.6897,17.0333,3.4538,1979.4846,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.460002900,4.2920,4.2920,0.0000,0.0374,4.3595,0.3433,4.0162,NA,NA,NA,NA,NA,NA,NA
